Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Insol,Ratio H/L MSZ08-2_Insol,Ratio H/L MSZ08-3_Insol,Log2 Ratio H/L MSZ08-1_Insol,Log2 Ratio H/L MSZ08-2_Insol,Log2 Ratio H/L MSZ08-3_Insol,rank,percent rank,Average Log2 Ratio H/L Insol,Insol Average after TCL Median correction
YNL154C,YNL154C,">YNL154C YCK2 SGDID:S000005098, Chr XIV from 345276-343636, Genome Release 64-1-1, reverse complement, Verified ORF, Palmitoylated plasma membrane-bound casein kinase I isoform; shares redundant functions with Yck1p in morphogenesis, proper septin assembl",2.56,2.9275,2.8711,1.35614381,1.549669171,1.52160358,1796,0.702111024,1.47580552,1.9955404
YMR128W,YMR128W,">YMR128W ECM16 SGDID:S000004735, Chr XIII from 523696-527499, Genome Release 64-1-1, Verified ORF, Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis",2.4431,3.1277,2.7894,1.288712917,1.64510214,1.479954832,1797,0.702501955,1.471256629,1.990991509
YHR047C,YHR047C,">YHR047C AAP1 SGDID:S000001089, Chr VIII from 201310-198740, Genome Release 64-1-1, reverse complement, Verified ORF, Arginine/alanine aminopeptidase, overproduction stimulates glycogen accumulation",2.583,3.039,2.7081,1.369047643,1.603596675,1.437281013,1798,0.702892885,1.469975111,1.98970999
YBR149W,YBR149W,">YBR149W ARA1 SGDID:S000000353, Chr II from 539987-541021, Genome Release 64-1-1, Verified ORF, NADP+ dependent arabinose dehydrogenase, involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product",2.6392,2.7475,2.9104,1.400100683,1.458119481,1.541217448,1799,0.703283815,1.466479204,1.986214083
YDR037W,YDR037W,">YDR037W KRS1 SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-1-1, Verified ORF, Lysyl-tRNA synthetase",2.4998,3.1642,2.6646,1.321812675,1.661840791,1.413918977,1800,0.703674746,1.465857481,1.98559236
YOL100W,YOL100W,">YOL100W PKH2 SGDID:S000005460, Chr XV from 129237-132482, Genome Release 64-1-1, Verified ORF, Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signali",1.8679,3.5961,3.0648,0.901417221,1.84643314,1.615792931,1801,0.704065676,1.454547764,1.974282643
YGR245C,YGR245C,">YGR245C SDA1 SGDID:S000003477, Chr VII from 982068-979765, Genome Release 64-1-1, reverse complement, Verified ORF, Highly conserved nuclear protein required for actin cytoskeleton organization and passage through Start, plays a critical role in G1 event",1.9493,3.5472,2.9678,0.96295614,1.826680675,1.569393872,1802,0.704456607,1.453010229,1.972745109
YIL114C,YIL114C,">YIL114C POR2 SGDID:S000001376, Chr IX from 149988-149143, Genome Release 64-1-1, reverse complement, Verified ORF, Putative mitochondrial porin (voltage-dependent anion channel), related to Por1p but not required for mitochondrial membrane permeability o",2.163,3.5608,2.6556,1.113033665,1.832201406,1.409037857,1803,0.704847537,1.451424309,1.971159189
YDL116W,YDL116W,">YDL116W NUP84 SGDID:S000002274, Chr IV from 251566-253746, Genome Release 64-1-1, Verified ORF, Subunit of the nuclear pore complex (NPC); forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export, and",2.6208,3.0226,2.5505,1.390007262,1.595790071,1.350780101,1804,0.705238468,1.445525811,1.96526069
YLR216C,YLR216C,">YLR216C CPR6 SGDID:S000004206, Chr XII from 573211-572096, Genome Release 64-1-1, reverse complement, Verified ORF, Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; ",3.5221,2.6325,2.1745,1.816435871,1.396433531,1.120683709,1805,0.705629398,1.444517704,1.964252583
YHL039W,YHL039W,">YHL039W EFM1 SGDID:S000001031, Chr VIII from 21783-23540, Genome Release 64-1-1, Verified ORF, Probable lysine methyltransferase involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesi",2.8694,2.7947,2.5063,1.520749097,1.482693424,1.325559113,1806,0.706020328,1.443000545,1.962735424
YKL204W,YKL204W,">YKL204W EAP1 SGDID:S000001687, Chr XI from 53704-55602, Genome Release 64-1-1, Verified ORF, eIF4E-associated protein, competes with eIF4G for binding to eIF4E; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stab",2.4325,2.5569,3.2247,1.282439805,1.354395738,1.68916495,1807,0.706411259,1.442000164,1.961735044
YNL239W,YNL239W,">YNL239W LAP3 SGDID:S000005183, Chr XIV from 200569-201933, Genome Release 64-1-1, Verified ORF, Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; tra",2.336,2.8856,2.9527,1.224040274,1.528871328,1.562034783,1808,0.706802189,1.438315462,1.958050341
YDL170W,YDL170W,">YDL170W UGA3 SGDID:S000002329, Chr IV from 156318-157904, Genome Release 64-1-1, Verified ORF, Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1, UGA2, UGA4); zinc-finger transcription fact",2.7416,2.5927,2.7887,1.455018097,1.374455282,1.479592742,1809,0.70719312,1.436355374,1.956090253
YOR224C,YOR224C,">YOR224C RPB8 SGDID:S000005750, Chr XV from 761265-760825, Genome Release 64-1-1, reverse complement, Verified ORF, RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III",1.7861,3.2067,3.459,0.836812856,1.68108939,1.790355014,1810,0.70758405,1.436085753,1.955820633
YHR104W,YHR104W,">YHR104W GRE3 SGDID:S000001146, Chr VIII from 323409-324392, Genome Release 64-1-1, Verified ORF, Aldose reductase involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (osmotic, ionic, oxidative, heat shock, starvation ",2.1925,2.9273,3.0682,1.132576843,1.549570606,1.617392528,1811,0.70797498,1.433179992,1.952914871
YJL123C,YJL123C,">YJL123C MTC1 SGDID:S000003659, Chr X from 189440-188004, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and ",2.2002,3.3495,2.6701,1.137634672,1.743945752,1.416893774,1812,0.708365911,1.432824733,1.952559612
YBR229C,YBR229C,">YBR229C ROT2 SGDID:S000000433, Chr II from 679221-676357, Genome Release 64-1-1, reverse complement, Verified ORF, Glucosidase II catalytic subunit required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations, and are synthetically ",3.5698,3.2837,1.6776,1.835843249,1.715322328,0.746398767,1813,0.708756841,1.432521448,1.952256327
YFR019W,YFR019W,">YFR019W FAB1 SGDID:S000001915, Chr VI from 184502-191338, Genome Release 64-1-1, Verified ORF, 1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and ho",2.4869,3.4216,2.2971,1.314348497,1.774671112,1.199813663,1814,0.709147772,1.429611091,1.94934597
YKL085W,YKL085W,">YKL085W MDH1 SGDID:S000001568, Chr XI from 279123-280127, Genome Release 64-1-1, Verified ORF, Mitochondrial malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated",2.99,2.8475,2.2655,1.580145484,1.509695842,1.179829491,1815,0.709538702,1.423223606,1.942958485
YHR188C,YHR188C,">YHR188C GPI16 SGDID:S000001231, Chr VIII from 483837-482005, Genome Release 64-1-1, reverse complement, Verified ORF, Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; hum",2.2875,2.8842,2.9141,1.193771743,1.528171209,1.543050386,1816,0.709929633,1.421664446,1.941399325
YJL008C,YJL008C,">YJL008C CCT8 SGDID:S000003545, Chr X from 421663-419957, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",2.6422,3.0205,2.3971,1.401739675,1.594787387,1.261290095,1817,0.710320563,1.419272386,1.939007265
YDR333C,YDR333C,">YDR333C YDR333C SGDID:S000002741, Chr IV from 1135431-1133260, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function",2.4342,3.4433,2.2688,1.283447708,1.783791882,1.181929438,1818,0.710711493,1.416389676,1.936124555
YML016C,YML016C,">YML016C PPZ1 SGDID:S000004478, Chr XIII from 241536-239458, Genome Release 64-1-1, reverse complement, Verified ORF, Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regulation of potassium transport, which affects osmotic stability,",2.8148,2.6313,2.557,1.493032418,1.395775743,1.354452161,1819,0.711102424,1.414420107,1.934154986
YDR412W,YDR412W,">YDR412W RRP17 SGDID:S000002820, Chr IV from 1294693-1295400, Genome Release 64-1-1, Verified ORF, Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonucl",2.1734,2.6918,3.2323,1.119953718,1.428571222,1.692561105,1820,0.711493354,1.413695348,1.933430228
YLR410W,YLR410W,">YLR410W VIP1 SGDID:S000004402, Chr XII from 937541-940981, Genome Release 64-1-1, Verified ORF, Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; IP7 production is important for phosphate signaling; involved in cortical actin c",2.165,2.3443,3.7168,1.114367025,1.229157203,1.894061059,1821,0.711884285,1.412528429,1.932263308
YDR104C,YDR104C,">YDR104C SPO71 SGDID:S000002511, Chr IV from 664910-661173, Genome Release 64-1-1, reverse complement, Verified ORF, Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions",1.2738,3.6406,4.0663,0.349138777,1.864176238,2.023716657,1822,0.712275215,1.412343891,1.93207877
YFL028C,YFL028C,">YFL028C CAF16 SGDID:S000001866, Chr VI from 80213-79344, Genome Release 64-1-1, reverse complement, Verified ORF, Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts ",2.4114,2.8289,2.7631,1.269870983,1.500241179,1.466287776,1823,0.712666145,1.412133313,1.931868192
YIL131C,YIL131C,">YIL131C FKH1 SGDID:S000001393, Chr IX from 102235-100781, Genome Release 64-1-1, reverse complement, Verified ORF, Forkhead family transcription factor with a minor role in the expression of G2/M phase genes; negatively regulates transcriptional elongati",2.0338,2.5953,3.5482,1.024177814,1.375901314,1.827087332,1824,0.713057076,1.409055487,1.928790366
YIL026C,YIL026C,">YIL026C IRR1 SGDID:S000001288, Chr IX from 307929-304477, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the cohesin complex, which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres a",3.1007,1.5717,3.8222,1.632593949,0.652325868,1.934403271,1825,0.713448006,1.406441029,1.926175908
YNL098C,YNL098C,">YNL098C RAS2 SGDID:S000005042, Chr XIV from 440570-439602, Genome Release 64-1-1, reverse complement, Verified ORF, GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation",2.8417,2.8334,2.2808,1.506754256,1.502534286,1.189539944,1826,0.713838937,1.399609496,1.919344375
YMR318C,YMR318C,">YMR318C ADH6 SGDID:S000004937, Chr XIII from 912143-911061, Genome Release 64-1-1, reverse complement, Verified ORF, NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogena",2.4676,2.9211,2.5223,1.303108551,1.546511748,1.334739879,1827,0.714229867,1.394786726,1.914521605
YGR267C,YGR267C,">YGR267C FOL2 SGDID:S000003499, Chr VII from 1025735-1025004, Genome Release 64-1-1, reverse complement, Verified ORF, GTP-cyclohydrolase I, catalyzes the first step in the folic acid biosynthetic pathway",2.6676,3.1261,2.1678,1.415542354,1.644363929,1.116231661,1828,0.714620797,1.392045981,1.911780861
YGL111W,YGL111W,">YGL111W NSA1 SGDID:S000003079, Chr VII from 299978-301369, Genome Release 64-1-1, Verified ORF, Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis",2.6571,3.058,2.2149,1.409852525,1.612588407,1.147241564,1829,0.715011728,1.389894165,1.909629045
YCL019W,YCL019W,">YCL019W YCL019W SGDID:S000000524, Chr III from 85102-86391,86393-90415, Genome Release 64-1-1, transposable_element_gene, Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like ",5.3468,2.5453,1.3199,2.418675713,1.347835709,0.40042863,1830,0.715402658,1.388980017,1.908714897
YFR053C,YFR053C,">YFR053C HXK1 SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-1-1, reverse complement, Verified ORF, Hexokinase isoenzyme 1, a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest duri",2.0027,1.988,4.4942,1.001946325,0.991317757,2.168064328,1831,0.715793589,1.38710947,1.906844349
YBR106W,YBR106W,">YBR106W PHO88 SGDID:S000000310, Chr II from 452658-453224, Genome Release 64-1-1, Verified ORF, Probable membrane protein, involved in phosphate transport; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high",2.5612,2.5336,2.7431,1.356819915,1.341188772,1.455807217,1832,0.716184519,1.384605301,1.904340181
YIL027C,YIL027C,">YIL027C KRE27 SGDID:S000001289, Chr IX from 304104-303679, Genome Release 64-1-1, reverse complement, Verified ORF, Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded pro",4.4956,0.88134,4.4819,2.168513676,-0.182229411,2.16411046,1833,0.71657545,1.383464908,1.903199788
YOL090W,YOL090W,">YOL090W MSH2 SGDID:S000005450, Chr XV from 147382-150276, Genome Release 64-1-1, Verified ORF, Protein that forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif r",2.5469,2.7443,2.5147,1.348742316,1.456438202,1.330386299,1834,0.71696638,1.378522272,1.898257151
YOR081C,YOR081C,">YOR081C TGL5 SGDID:S000005607, Chr XV from 479188-476939, Genome Release 64-1-1, reverse complement, Verified ORF, Bifunctional enzyme with triacylglycerol lipase and lysophosphatidic acid acyltransferase activity; involved in triacylglycerol mobilizatio",2.6271,2.5126,2.6556,1.393471117,1.329181016,1.409037857,1835,0.71735731,1.377229997,1.896964876
YDR382W,YDR382W,">YDR382W RPP2B SGDID:S000002790, Chr IV from 1239492-1239824, Genome Release 64-1-1, Verified ORF, Ribosomal protein P2 beta, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosom",3.4608,1.3674,3.6729,1.79110557,0.45143533,1.876919617,1836,0.717748241,1.373153506,1.892888385
YNL256W,YNL256W,">YNL256W FOL1 SGDID:S000005200, Chr XIV from 164623-167097, Genome Release 64-1-1, Verified ORF, Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneo",1.5631,3.7922,2.9316,0.644410078,1.923035054,1.551688269,1837,0.718139171,1.373044467,1.892779346
YIL075C,YIL075C,">YIL075C RPN2 SGDID:S000001337, Chr IX from 220700-217863, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the 26S proteasome, substrate of the N-acetyltransferase Nat1p",2.7578,2.8787,2.1745,1.463517834,1.525417448,1.120683709,1838,0.718530102,1.369872997,1.889607876
YNL169C,YNL169C,">YNL169C PSD1 SGDID:S000005113, Chr XIV from 317671-316169, Genome Release 64-1-1, reverse complement, Verified ORF, Phosphatidylserine decarboxylase of the mitochondrial inner membrane, converts phosphatidylserine to phosphatidylethanolamine",2.4952,2.9272,2.3563,1.319155458,1.549521321,1.236523232,1839,0.718921032,1.368400004,1.888134883
YML115C,YML115C,">YML115C VAN1 SGDID:S000004583, Chr XIII from 41794-40187, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the mannan polymerase I, which contains Van1p and Mnn9p and is involved in the first steps of mannan synthesis; mutants are va",2.5004,2.843,2.4104,1.322158908,1.507414099,1.269272578,1840,0.719311962,1.366281862,1.886016741
YKL103C,YKL103C,">YKL103C LAP4 SGDID:S000001586, Chr XI from 247682-246138, Genome Release 64-1-1, reverse complement, Verified ORF, Vacuolar aminopeptidase yscI; zinc metalloproteinase that belongs to the peptidase family M18; often used as a marker protein in studies of",2.29,2.3662,3.1621,1.195347598,1.242572021,1.660882993,1841,0.719702893,1.366267537,1.886002417
YBR248C,YBR248C,">YBR248C HIS7 SGDID:S000000452, Chr II from 716465-714807, Genome Release 64-1-1, reverse complement, Verified ORF, Imidazole glycerol phosphate synthase (glutamine amidotransferase:cyclase), catalyzes the fifth and sixth steps of histidine biosynthesis a",2.5986,3.1346,2.0846,1.377734578,1.648281355,1.059770581,1842,0.720093823,1.361928838,1.881663718
YER073W,YER073W,">YER073W ALD5 SGDID:S000000875, Chr V from 304030-305592, Genome Release 64-1-1, Verified ORF, Mitochondrial aldehyde dehydrogenase, involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; util",2.4068,3.0453,2.2998,1.267116262,1.606584359,1.201508404,1843,0.720484754,1.358403008,1.878137887
YLR336C,YLR336C,">YLR336C SGD1 SGDID:S000004328, Chr XII from 802396-799697, Genome Release 64-1-1, reverse complement, Verified ORF, Essential nuclear protein, required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol resp",2.6492,3.8717,1.6412,1.405556763,1.952967169,0.714751059,1844,0.720875684,1.357758331,1.87749321
YJR144W,YJR144W,">YJR144W MGM101 SGDID:S000003905, Chr X from 700882-701691, Genome Release 64-1-1, Verified ORF, Protein involved in mitochondrial genome maintenance; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage",2.1465,2.6131,2.987,1.101986173,1.385762336,1.578697238,1845,0.721266615,1.355481915,1.875216795
YOR293W;YMR230W,YOR293W,">YOR293W RPS10A SGDID:S000005819, Chr XV from 867098-867149,867587-867852, Genome Release 64-1-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; nearly identical to Rps10Bp and has similarity to rat ribosomal protein S10;>YMR230W R",2.3806,2.5844,2.7199,1.251325232,1.36982938,1.44355361,1846,0.721657545,1.354902741,1.87463762
YGR279C,YGR279C,">YGR279C SCW4 SGDID:S000003511, Chr VII from 1049958-1048798, Genome Release 64-1-1, reverse complement, Verified ORF, Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating",3.6377,1.7865,2.5009,1.863026569,0.837135914,1.322447372,1847,0.722048475,1.340869952,1.860604831
YIR001C,YIR001C,">YIR001C SGN1 SGDID:S000001440, Chr IX from 356895-356143, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic RNA-binding protein, contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic inte",1.9204,2.3255,3.6361,0.941406841,1.21754094,1.862391877,1848,0.722439406,1.340446553,1.860181432
YDR309C,YDR309C,">YDR309C GIC2 SGDID:S000002717, Chr IV from 1080199-1079048, Genome Release 64-1-1, reverse complement, Verified ORF, Redundant rho-like GTPase Cdc42p effector; homolog of Gic1p; involved in initiation of budding and cellular polarization; interacts with ",2.8744,2.1467,2.6293,1.52326084,1.10212059,1.394678761,1849,0.722830336,1.340020064,1.859754943
YIL074C,YIL074C,">YIL074C SER33 SGDID:S000001336, Chr IX from 222490-221081, Genome Release 64-1-1, reverse complement, Verified ORF, 3-phosphoglycerate dehydrogenase, catalyzes the first step in serine and glycine biosynthesis; isozyme of Ser3p",3.2336,3.2624,1.5372,1.693141227,1.70593368,0.620304882,1850,0.723221267,1.339793263,1.859528142
YOL139C,YOL139C,">YOL139C CDC33 SGDID:S000005499, Chr XV from 61024-60383, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-depende",1.8937,2.2131,3.8616,0.921207797,1.146068641,1.949198732,1851,0.723612197,1.338825057,1.858559936
YMR083W,YMR083W,">YMR083W ADH3 SGDID:S000004688, Chr XIII from 434788-435915, Genome Release 64-1-1, Verified ORF, Mitochondrial alcohol dehydrogenase isozyme III; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol produc",2.5492,2.6951,2.3517,1.350044566,1.430338804,1.233704031,1852,0.724003127,1.338029134,1.857764013
YKL215C,YKL215C,">YKL215C OXP1 SGDID:S000001698, Chr XI from 30687-26827, Genome Release 64-1-1, reverse complement, Verified ORF, 5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein",1.6695,3.385,2.8424,0.739416093,1.759155834,1.507109594,1853,0.724394058,1.335227174,1.854962053
YKL182W,YKL182W,">YKL182W FAS1 SGDID:S000001665, Chr XI from 100671-106826, Genome Release 64-1-1, Verified ORF, Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reduc",2.2661,2.8952,2.4436,1.180211527,1.533663013,1.289008146,1854,0.724784988,1.334294228,1.854029108
YGL016W,YGL016W,">YGL016W KAP122 SGDID:S000002984, Chr VII from 461666-464911, Genome Release 64-1-1, Verified ORF, Karyopherin beta, responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation o",2.3487,2.7585,2.4317,1.231862449,1.46388398,1.281965254,1855,0.725175919,1.325903895,1.845638774
YBR189W,YBR189W,">YBR189W RPS9B SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-1-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Ap and has similarity to E. coli S4 and rat S9 ribosomal protein",2.1249,2.6283,2.7858,1.087394948,1.394129957,1.478091687,1856,0.725566849,1.319872197,1.839607077
YHR003C,YHR003C,">YHR003C YHR003C SGDID:S000001045, Chr VIII from 111317-110028, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function, localized to the mitochondrial outer membrane",2.7008,2.1095,2.6775,1.433386809,1.076901088,1.420886575,1857,0.72595778,1.310391491,1.83012637
YER052C,YER052C,">YER052C HOM3 SGDID:S000000854, Chr V from 257958-256375, Genome Release 64-1-1, reverse complement, Verified ORF, Aspartate kinase (L-aspartate 4-P-transferase); cytoplasmic enzyme that catalyzes the first step in the common pathway for methionine and th",2.3521,2.759,2.333,1.233949398,1.464145457,1.222186307,1858,0.72634871,1.306760387,1.826495267
YBR214W,YBR214W,">YBR214W SDS24 SGDID:S000000418, Chr II from 651415-652998, Genome Release 64-1-1, Verified ORF, One of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; involved in cell separat",3.214,1.8616,2.5288,1.684369929,0.896543116,1.33845294,1859,0.72673964,1.306455328,1.826190208
YLR044C,YLR044C,">YLR044C PDC1 SGDID:S000004034, Chr XII from 234081-232390, Genome Release 64-1-1, reverse complement, Verified ORF, Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to ",2.3615,2.8028,2.2577,1.239703535,1.486868801,1.174853796,1860,0.727130571,1.300475377,1.820210257
YER176W,YER176W,">YER176W ECM32 SGDID:S000000978, Chr V from 541690-545055, Genome Release 64-1-1, Verified ORF, DNA dependent ATPase/DNA helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts ",1.8884,2.4748,3.1784,0.917164388,1.307311939,1.668300699,1861,0.727521501,1.297592342,1.817327221
YJL154C,YJL154C,">YJL154C VPS35 SGDID:S000003690, Chr X from 133935-131101, Genome Release 64-1-1, reverse complement, Verified ORF, Endosomal subunit of membrane-associated retromer complex required for retrograde transport; receptor that recognizes retrieval signals on ",2.3026,2.0985,3.0668,1.203263813,1.069358463,1.616734085,1862,0.727912432,1.29645212,1.816187
YLR108C,YLR108C,">YLR108C YLR108C SGDID:S000004098, Chr XII from 368124-366667, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssenti",2.2569,2.4775,2.5806,1.174342496,1.308885057,1.367706537,1863,0.728303362,1.283644697,1.803379576
YPR024W,YPR024W,">YPR024W YME1 SGDID:S000006228, Chr XVI from 610481-612724, Genome Release 64-1-1, Verified ORF, Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex, which is responsible for degradation of unfolded or misfolded mitochondrial gene",1.9803,2.552,2.8524,0.985719004,1.351628329,1.512176309,1864,0.728694292,1.283174547,1.802909427
YHR216W,YHR216W,">YHR216W IMD2 SGDID:S000001259, Chr VIII from 554396-555967, Genome Release 64-1-1, Verified ORF, Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance",2.3849,2.2573,2.6665,1.253928775,1.174598169,1.414947328,1865,0.729085223,1.28115809,1.80089297
YOL077C,YOL077C,">YOL077C BRX1 SGDID:S000005437, Chr XV from 186723-185848, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar protein, constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of",2.1647,2.3766,2.7738,1.1141671,1.248899107,1.471863768,1866,0.729476153,1.278309992,1.798044871
YEL055C,YEL055C,">YEL055C POL5 SGDID:S000000781, Chr V from 51539-48471, Genome Release 64-1-1, reverse complement, Verified ORF, DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chro",2.2375,2.3639,2.6866,1.161887682,1.241169007,1.425781539,1867,0.729867084,1.276279409,1.796014288
YPR069C,YPR069C,">YPR069C SPE3 SGDID:S000006273, Chr XVI from 685437-684556, Genome Release 64-1-1, reverse complement, Verified ORF, Spermidine synthase, involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growt",1.9944,2.7204,2.5878,0.995954788,1.443818797,1.371726122,1868,0.730258014,1.270499902,1.790234782
YML001W,YML001W,">YML001W YPT7 SGDID:S000004460, Chr XIII from 267174-267800, Genome Release 64-1-1, Verified ORF, Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion, similar t",2.4247,2.6861,2.1478,1.277806259,1.425513015,1.102859658,1869,0.730648944,1.268726311,1.78846119
YEL031W,YEL031W,">YEL031W SPF1 SGDID:S000000757, Chr V from 90258-93905, Genome Release 64-1-1, Verified ORF, P-type ATPase, ion transporter of the ER membrane involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to ",2.4685,2.6748,2.1128,1.303634645,1.419431022,1.079156207,1870,0.731039875,1.267407291,1.787142171
YKL127W,YKL127W,">YKL127W PGM1 SGDID:S000001610, Chr XI from 203541-205253, Genome Release 64-1-1, Verified ORF, Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism",2.4747,2.6646,2.1111,1.307253642,1.413918977,1.077994919,1871,0.731430805,1.266389179,1.786124059
YJR123W,YJR123W,">YJR123W RPS5 SGDID:S000003884, Chr X from 651901-652578, Genome Release 64-1-1, Verified ORF, Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; h",2.3248,2.5087,2.3665,1.217106608,1.326939958,1.242754922,1872,0.731821736,1.262267163,1.782002042
YDR395W,YDR395W,">YDR395W SXM1 SGDID:S000002803, Chr IV from 1263324-1266158, Genome Release 64-1-1, Verified ORF, Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cel",2.2325,2.853,2.1553,1.158660175,1.512479747,1.107888695,1873,0.732212666,1.259676206,1.779411085
