Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Sol,Ratio H/L MSZ08-2_Sol,Ratio H/L MSZ08-3_Sol,Log2 Ratio H/L MSZ08-1_Sol,Log2 Ratio H/L MSZ08-2_Sol,Log2 Ratio H/L MSZ08-3_Sol,rank,%rank,Average Log2 Ratio H/L Sol,Average after TCL Median correction
YFL005W,YFL005W,">YFL005W SEC4 SGDID:S000001889, Chr VI from 130334-130981, Genome Release 64-1-1, Verified ORF, Rab family GTPase essential for vesicle-mediated exocytic secretion and autophagy; associates with the exocyst component Sec15p and may regulate polarized deli",0.58748,0.60326,0.61645,-0.767388357,-0.729148169,-0.697944212,2085,0.767390504,-0.731493579,-0.2117587
YGL035C,YGL035C,">YGL035C MIG1 SGDID:S000003003, Chr VII from 433062-431548, Genome Release 64-1-1, reverse complement, Verified ORF, Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; reg",0.61569,0.44486,0.79781,-0.699723958,-1.168576712,-0.325882888,2086,0.767758557,-0.731394519,-0.21165964
YML120C,YML120C,">YML120C NDI1 SGDID:S000004589, Chr XIII from 29807-28266, Genome Release 64-1-1, reverse complement, Verified ORF, NADH:ubiquinone oxidoreductase, transfers electrons from NADH to ubiquinone in the respiratory chain but does not pump protons, in contrast",0.58259,0.63907,0.5876,-0.779447157,-0.645954131,-0.767093699,2087,0.76812661,-0.730831662,-0.211096783
YDR205W,YDR205W,">YDR205W MSC2 SGDID:S000002613, Chr IV from 859346-861520, Genome Release 64-1-1, Verified ORF, Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and a",0.53818,0.61089,0.6658,-0.893839317,-0.711015471,-0.586839224,2088,0.768494663,-0.730564671,-0.210829791
YDR395W,YDR395W,">YDR395W SXM1 SGDID:S000002803, Chr IV from 1263324-1266158, Genome Release 64-1-1, Verified ORF, Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cel",0.61896,0.57623,0.61386,-0.692081916,-0.795283322,-0.70401843,2089,0.768862716,-0.730461223,-0.210726343
YJL111W,YJL111W,">YJL111W CCT7 SGDID:S000003647, Chr X from 207877-209529, Genome Release 64-1-1, Verified ORF, Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy",0.62282,0.58412,0.60249,-0.683112822,-0.775663312,-0.730990799,2090,0.769230769,-0.729922311,-0.210187432
YBL026W,YBL026W,">YBL026W LSM2 SGDID:S000000122, Chr II from 170623-170676,170805-171038, Genome Release 64-1-1, Verified ORF, Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nu",0.57243,0.61802,0.62001,-0.804828812,-0.694274568,-0.68963661,2091,0.769598822,-0.729579997,-0.209845118
YCL052C,YCL052C,">YCL052C PBN1 SGDID:S000000557, Chr III from 35393-34143, Genome Release 64-1-1, reverse complement, Verified ORF, Essential component of glycosylphosphatidylinositol-mannosyltransferase I, required for the autocatalytic post-translational processing of t",0.63575,0.56543,0.61139,-0.653468538,-0.822579665,-0.709835139,2092,0.769966875,-0.728627781,-0.208892901
YKL213C,YKL213C,">YKL213C DOA1 SGDID:S000001696, Chr XI from 34107-31960, Genome Release 64-1-1, reverse complement, Verified ORF, WD repeat protein required for ubiquitin-mediated protein degradation, forms complex with Cdc48p, plays a role in controlling cellular ubiqui",0.58594,0.61674,0.6082,-0.771175154,-0.697265676,-0.717382279,2093,0.770334928,-0.728607703,-0.208872824
YBL055C,YBL055C,">YBL055C YBL055C SGDID:S000000151, Chr II from 116829-115573, Genome Release 64-1-1, reverse complement, Verified ORF, 3-->5 exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases",0.59232,0.60083,0.61767,-0.755551295,-0.734971245,-0.695091834,2094,0.770702981,-0.728538124,-0.208803245
YKL019W,YKL019W,">YKL019W RAM2 SGDID:S000001502, Chr XI from 402568-403518, Genome Release 64-1-1, Verified ORF, Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; ess",0.60788,0.59839,0.60479,-0.718141542,-0.740842029,-0.72549381,2095,0.771071034,-0.728159127,-0.208424248
YLR134W,YLR134W,">YLR134W PDC5 SGDID:S000004124, Chr XII from 410723-412414, Genome Release 64-1-1, Verified ORF, Minor isoform of pyruvate decarboxylase, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dep",0.46991,0.74894,0.62527,-1.089543625,-0.417077951,-0.677448795,2096,0.771439087,-0.728023457,-0.208288578
YIR003W,YIR003W,">YIR003W AIM21 SGDID:S000001442, Chr IX from 360885-362924, Genome Release 64-1-1, Verified ORF, Protein of unknown function involved in mitochondrial migration along actin filament; may interact with ribosomes; GFP-fusion protein colocalizes with Sac1p t",0.67419,0.53916,0.60702,-0.568772866,-0.891214627,-0.720184044,2097,0.77180714,-0.726723846,-0.206988967
YNL274C,YNL274C,">YNL274C GOR1 SGDID:S000005218, Chr XIV from 122170-121118, Genome Release 64-1-1, reverse complement, Verified ORF, Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in hig",0.50379,0.66214,0.66171,-0.989105609,-0.594791808,-0.595729013,2098,0.772175193,-0.726542143,-0.206807264
YMR264W,YMR264W,">YMR264W CUE1 SGDID:S000004877, Chr XIII from 795805-796416, Genome Release 64-1-1, Verified ORF, Endoplasmic reticulum membrane protein that recruits the ubiquitin-conjugating enzyme Ubc7p to the ER where it functions in protein degradation; contains a C",0.57443,0.61979,0.62023,-0.799796998,-0.690148617,-0.689124785,2099,0.772543246,-0.7263568,-0.206621921
YJL172W,YJL172W,">YJL172W CPS1 SGDID:S000003708, Chr X from 97737-99467, Genome Release 64-1-1, Verified ORF, Vacuolar carboxypeptidase yscS; expression is induced under low-nitrogen conditions",0.64689,0.55867,0.61113,-0.628407684,-0.839931744,-0.710448791,2100,0.772911299,-0.72626274,-0.20652786
YPL132W,YPL132W,">YPL132W COX11 SGDID:S000006053, Chr XVI from 301716-302618, Genome Release 64-1-1, Verified ORF, Mitochondrial inner membrane protein required for delivery of copper to the Cox1p subunit of cytochrome c oxidase; association with mitochondrial ribosomes s",0.559,0.63118,0.62807,-0.839079812,-0.663876603,-0.671002735,2101,0.773279352,-0.72465305,-0.204918171
YOR219C,YOR219C,">YOR219C STE13 SGDID:S000005745, Chr XV from 755009-752214, Genome Release 64-1-1, reverse complement, Verified ORF, Dipeptidyl aminopeptidase, Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for ",0.52348,0.68645,0.61755,-0.933793676,-0.542773454,-0.695372146,2102,0.773647405,-0.723979759,-0.204244879
YGL189C,YGL189C,">YGL189C RPS26A SGDID:S000003157, Chr VII from 148588-148229, Genome Release 64-1-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein",0.53479,0.59683,0.69562,-0.902955606,-0.74460804,-0.523628682,2103,0.774015458,-0.723730776,-0.203995897
YMR276W,YMR276W,">YMR276W DSK2 SGDID:S000004889, Chr XIII from 818827-819948, Genome Release 64-1-1, Verified ORF, Nuclear-enriched ubiquitin-like polyubiquitin-binding protein, required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the",0.61294,0.55672,0.65118,-0.706182238,-0.844976182,-0.618871705,2104,0.774383511,-0.723343375,-0.203608496
YKL091C,YKL091C,">YKL091C YKL091C SGDID:S000001574, Chr XI from 270650-269718, Genome Release 64-1-1, reverse complement, Verified ORF, Putative homolog of Sec14p, which is a phosphatidylinositol/phosphatidylcholine transfer protein involved in lipid metabolism; localizes",0.54426,0.6895,0.59244,-0.877632085,-0.536377543,-0.755259044,2105,0.774751564,-0.723089557,-0.203354678
YEL066W,YEL066W,">YEL066W HPA3 SGDID:S000000792, Chr V from 26667-27206, Genome Release 64-1-1, Verified ORF, D-Amino acid N-acetyltransferase, catalyzes N-acetylation of D-amino acids through ordered bi-bi mechanism in which acetyl-CoA is first substrate bound and CoA is",0.56155,0.5421,0.73067,-0.83251361,-0.883369088,-0.452708121,2106,0.775119617,-0.722863606,-0.203128727
YGL202W,YGL202W,">YGL202W ARO8 SGDID:S000003170, Chr VII from 116059-117561, Genome Release 64-1-1, Verified ORF, Aromatic aminotransferase I, expression is regulated by general control of amino acid biosynthesis",0.59152,0.65646,0.57368,-0.757501146,-0.607220989,-0.801681872,2107,0.77548767,-0.722134669,-0.20239979
YHR047C,YHR047C,">YHR047C AAP1 SGDID:S000001089, Chr VIII from 201310-198740, Genome Release 64-1-1, reverse complement, Verified ORF, Arginine/alanine aminopeptidase, overproduction stimulates glycogen accumulation",0.60806,0.58169,0.63193,-0.717714407,-0.781677592,-0.662163338,2108,0.775855723,-0.720518446,-0.200783566
YJR010W,YJR010W,">YJR010W MET3 SGDID:S000003771, Chr X from 456239-457774, Genome Release 64-1-1, Verified ORF, ATP sulfurylase, catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methion",0.78614,0.54503,0.52175,-0.347141837,-0.875592453,-0.9385694,2109,0.776223776,-0.720434563,-0.200699684
YML126C,YML126C,">YML126C ERG13 SGDID:S000004595, Chr XIII from 20535-19060, Genome Release 64-1-1, reverse complement, Verified ORF, 3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase, catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the",0.58013,0.59376,0.64952,-0.785551868,-0.752048189,-0.622554145,2110,0.776591829,-0.720051401,-0.200316521
YGR010W,YGR010W,">YGR010W NMA2 SGDID:S000003242, Chr VII from 511545-512732, Genome Release 64-1-1, Verified ORF, Nicotinic acid mononucleotide adenylyltransferase, involved in de novo and salvage synthesis of NAD(+)",0.55932,0.64718,0.61985,-0.838254176,-0.62776107,-0.690008961,2111,0.776959882,-0.718674736,-0.198939857
YNR035C,YNR035C,">YNR035C ARC35 SGDID:S000005318, Chr XIV from 694047-693019, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches; required for cortical localiza",0.62664,0.54291,0.65966,-0.674291231,-0.881215037,-0.600205468,2112,0.777327935,-0.718570579,-0.1988357
YOR270C,YOR270C,">YOR270C VPH1 SGDID:S000005796, Chr XV from 830574-828052, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit a of vacuolar-ATPase V0 domain, one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while ",0.62169,0.58093,0.6217,-0.685732722,-0.78356376,-0.685709516,2113,0.777695988,-0.718335333,-0.198600453
YMR262W,YMR262W,">YMR262W YMR262W SGDID:S000004875, Chr XIII from 793726-794667, Genome Release 64-1-1, Uncharacterized ORF, Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene",0.55036,0.63923,0.63829,-0.861552476,-0.645592977,-0.647716049,2114,0.778064041,-0.718287167,-0.198552288
YCL045C,YCL045C,">YCL045C EMC1 SGDID:S000000550, Chr III from 46905-44623, Genome Release 64-1-1, reverse complement, Verified ORF, Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded prote",0.62682,0.61305,0.58494,-0.673876882,-0.705923351,-0.773639447,2115,0.778432094,-0.717813226,-0.198078347
YML008C,YML008C,">YML008C ERG6 SGDID:S000004467, Chr XIII from 252990-251839, Genome Release 64-1-1, reverse complement, Verified ORF, Delta(24)-sterol C-methyltransferase, converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-",0.59022,0.63165,0.6033,-0.760675287,-0.662802719,-0.729052513,2116,0.778800147,-0.717510173,-0.197775293
YDR381C-A,YDR381C-A,">YDR381C-A YDR381C-A SGDID:S000007650, Chr IV from 1238630-1238312,1238850-1238825, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function, localized to the mitochondrial outer membrane",0.52046,0.7874,0.54902,-0.942140806,-0.344831382,-0.865069389,2117,0.7791682,-0.717347192,-0.197612313
YLR209C,YLR209C,">YLR209C PNP1 SGDID:S000004199, Chr XII from 561732-560797, Genome Release 64-1-1, reverse complement, Verified ORF, Purine nucleoside phosphorylase, specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage",0.57215,0.6232,0.63171,-0.805534668,-0.682232861,-0.662665685,2118,0.779536253,-0.716811071,-0.197076192
YIL162W,YIL162W,">YIL162W SUC2 SGDID:S000001424, Chr IX from 37385-38983, Genome Release 64-1-1, Verified ORF, Invertase, sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced",0.5729,0.57515,0.68362,-0.803644757,-0.797989833,-0.54873349,2119,0.779904306,-0.71678936,-0.197054481
YGR227W,YGR227W,">YGR227W DIE2 SGDID:S000003459, Chr VII from 947420-948997, Genome Release 64-1-1, Verified ORF, Dolichyl-phosphoglucose-dependent alpha-1,2 glucosyltransferase of the ER, functions in the pathway that synthesizes the dolichol-linked oligosaccharide precu",0.52063,0.62661,0.69075,-0.941669649,-0.674360301,-0.533764438,2120,0.780272359,-0.716598129,-0.19686325
YJR064W,YJR064W,">YJR064W CCT5 SGDID:S000003825, Chr X from 555914-557602, Genome Release 64-1-1, Verified ORF, Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",0.59295,0.60062,0.63276,-0.754017639,-0.735475579,-0.660269692,2121,0.780640412,-0.716587637,-0.196852758
YIL062C,YIL062C,">YIL062C ARC15 SGDID:S000001324, Chr IX from 244462-243998, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches; has mRNA binding activity",0.66303,0.63554,0.53491,-0.592853946,-0.653945166,-0.90263192,2122,0.781008465,-0.71647701,-0.196742131
YLR044C,YLR044C,">YLR044C PDC1 SGDID:S000004034, Chr XII from 234081-232390, Genome Release 64-1-1, reverse complement, Verified ORF, Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to ",0.60864,0.59838,0.61936,-0.716338944,-0.740866139,-0.691149882,2123,0.781376518,-0.716118322,-0.196383442
YGR172C,YGR172C,">YGR172C YIP1 SGDID:S000003404, Chr VII from 843591-842845, Genome Release 64-1-1, reverse complement, Verified ORF, Integral membrane protein required for the biogenesis of ER-derived COPII transport vesicles; interacts with Yif1p and Yos1p; localizes to",0.61542,0.6291,0.58282,-0.700356766,-0.668638733,-0.778877709,2124,0.781744571,-0.715957736,-0.196222857
YER001W,YER001W,">YER001W MNN1 SGDID:S000000803, Chr V from 153520-155808, Genome Release 64-1-1, Verified ORF, Alpha-1,3-mannosyltransferase, integral membrane glycoprotein of the Golgi complex, required for addition of alpha1,3-mannose linkages to N-linked and O-linked ",0.60204,0.55712,0.67294,-0.732068751,-0.843939987,-0.571450216,2125,0.782112624,-0.715819651,-0.196084772
YDL121C,YDL121C,">YDL121C YDL121C SGDID:S000002279, Chr IV from 245582-245133, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDL1",0.56902,0.61009,0.6506,-0.813448733,-0.712906011,-0.620157273,2126,0.782480677,-0.715504006,-0.195769126
YDR196C,YDR196C,">YDR196C CAB5 SGDID:S000002604, Chr IV from 850999-850274, Genome Release 64-1-1, reverse complement, Verified ORF, Probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis; null mutant lethality is complemented by E. c",0.60764,0.59463,0.62541,-0.718711252,-0.749935844,-0.677125807,2127,0.78284873,-0.715257634,-0.195522755
YGR191W,YGR191W,">YGR191W HIP1 SGDID:S000003423, Chr VII from 880420-882231, Genome Release 64-1-1, Verified ORF, High-affinity histidine permease, also involved in the transport of manganese ions",0.6021,0.66995,0.561,-0.731924977,-0.577874667,-0.833927324,2128,0.783216783,-0.714575656,-0.194840777
YBR006W,YBR006W,">YBR006W UGA2 SGDID:S000000210, Chr II from 247010-248503, Genome Release 64-1-1, Verified ORF, Succinate semialdehyde dehydrogenase involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate ",0.59368,0.59743,0.63812,-0.752242583,-0.74315841,-0.648100343,2129,0.783584836,-0.714500445,-0.194765566
YDL099W,YDL099W,">YDL099W BUG1 SGDID:S000002257, Chr IV from 283419-284444, Genome Release 64-1-1, Verified ORF, Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog, Grh1p; mutants are compromised for the fusio",0.57002,0.72267,0.54944,-0.810915556,-0.46859109,-0.86396615,2130,0.783952889,-0.714490932,-0.194756053
YJR016C,YJR016C,">YJR016C ILV3 SGDID:S000003777, Chr X from 466208-464451, Genome Release 64-1-1, reverse complement, Verified ORF, Dihydroxyacid dehydratase, catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids",0.62327,0.61015,0.59525,-0.682070822,-0.712764135,-0.748432379,2131,0.784320942,-0.714422445,-0.194687566
YBR170C,YBR170C,">YBR170C NPL4 SGDID:S000000374, Chr II from 578086-576344, Genome Release 64-1-1, reverse complement, Verified ORF, Ubiquitin-binding protein involved in protein degradation; Cdc48p-Npl4p-Ufd1p complex participates in ER-associated degradation (ERAD) whil",0.56213,0.60535,0.66526,-0.831024284,-0.724158577,-0.588009803,2132,0.784688995,-0.714397555,-0.194662675
YPL143W,YPL143W,">YPL143W RPL33A SGDID:S000006064, Chr XVI from 282122-282140,282666-282970, Genome Release 64-1-1, Verified ORF, N-terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Bp and has similarity to rat L35a",0.58246,0.6175,0.62961,-0.779769118,-0.695488958,-0.66746964,2133,0.785057048,-0.714242572,-0.194507693
YHR146W,YHR146W,">YHR146W CRP1 SGDID:S000001189, Chr VIII from 390300-391697, Genome Release 64-1-1, Verified ORF, Protein that binds to cruciform DNA structures",0.63913,0.5875,0.60327,-0.645818688,-0.767339243,-0.729124254,2134,0.785425101,-0.714094062,-0.194359182
YBL024W,YBL024W,">YBL024W NCL1 SGDID:S000000120, Chr II from 172534-174588, Genome Release 64-1-1, Verified ORF, S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; simila",0.62948,0.61184,0.58832,-0.667767554,-0.708773666,-0.765327013,2135,0.785793154,-0.713956078,-0.194221199
YDR267C,YDR267C,">YDR267C CIA1 SGDID:S000002675, Chr IV from 1003502-1002510, Genome Release 64-1-1, reverse complement, Verified ORF, WD40 repeat protein involved in assembly of cytosolic and nuclear iron-sulfur proteins; similar to the human Ciao1 protein; YDR267C is an",0.61069,0.59817,0.62029,-0.711487874,-0.741372538,-0.688985228,2136,0.786161207,-0.713948547,-0.194213667
YPR145W,YPR145W,">YPR145W ASN1 SGDID:S000006349, Chr XVI from 822620-824338, Genome Release 64-1-1, Verified ORF, Asparagine synthetase, isozyme of Asn2p; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway",0.60734,0.58891,0.63362,-0.719423705,-0.763880923,-0.658310221,2137,0.78652926,-0.713871616,-0.194136737
YCR004C,YCR004C,">YCR004C YCP4 SGDID:S000000597, Chr III from 120318-119575, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function, has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagg",0.65999,0.5497,0.62592,-0.59948393,-0.863283616,-0.675949819,2138,0.786897313,-0.712905788,-0.193170909
YOR287C,YOR287C,">YOR287C RRP36 SGDID:S000005813, Chr XV from 851839-850937, Genome Release 64-1-1, reverse complement, Verified ORF, Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit",0.65694,0.57525,0.60098,-0.606166483,-0.797739016,-0.734611115,2139,0.787265366,-0.712838871,-0.193103992
YIL035C,YIL035C,">YIL035C CKA1 SGDID:S000001297, Chr IX from 288908-287790, Genome Release 64-1-1, reverse complement, Verified ORF, Alpha catalytic subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of C",0.66111,0.5805,0.59179,-0.597037758,-0.784632028,-0.756842777,2140,0.787633419,-0.712837521,-0.193102641
YDR064W,YDR064W,">YDR064W RPS13 SGDID:S000002471, Chr IV from 579458-579478,580018-580452, Genome Release 64-1-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S15 and rat S13 ribosomal proteins",0.59086,0.60866,0.63179,-0.75911176,-0.716291537,-0.662482993,2141,0.788001472,-0.712628763,-0.192893884
YNL055C,YNL055C,">YNL055C POR1 SGDID:S000005000, Chr XIV from 518845-517994, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial porin (voltage-dependent anion channel), outer membrane protein required for the maintenance of mitochondrial osmotic stabil",0.59687,0.58794,0.64751,-0.744511352,-0.766259161,-0.627025621,2142,0.788369525,-0.712598712,-0.192863832
YKL080W,YKL080W,">YKL080W VMA5 SGDID:S000001563, Chr XI from 285030-286208, Genome Release 64-1-1, Verified ORF, Subunit C of the eight-subunit V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane sy",0.60752,0.57915,0.64653,-0.718996191,-0.78799104,-0.62921078,2143,0.788737578,-0.712066004,-0.192331124
YDL205C,YDL205C,">YDL205C HEM3 SGDID:S000002364, Chr IV from 93745-92762, Genome Release 64-1-1, reverse complement, Verified ORF, Porphobilinogen deaminase, catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localiz",0.59322,0.59121,0.64896,-0.753360857,-0.758257423,-0.623798537,2144,0.789105631,-0.711805606,-0.192070726
YDL112W,YDL112W,">YDL112W TRM3 SGDID:S000002270, Chr IV from 258915-263225, Genome Release 64-1-1, Verified ORF, 2-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",0.63306,0.61957,0.58131,-0.659585853,-0.690660805,-0.782620368,2145,0.789473684,-0.710955676,-0.191220796
YML067C,YML067C,">YML067C ERV41 SGDID:S000004532, Chr XIII from 140090-139063,140214-140184, Genome Release 64-1-1, reverse complement, Verified ORF, Protein localized to COPII-coated vesicles, forms a complex with Erv46p; involved in the membrane fusion stage of transpor",0.58578,0.62132,0.62709,-0.771569158,-0.6865916,-0.673255581,2146,0.789841737,-0.710472113,-0.190737234
YDR305C,YDR305C,">YDR305C HNT2 SGDID:S000002713, Chr IV from 1073312-1072746,1073488-1073402, Genome Release 64-1-1, reverse complement, Verified ORF, Dinucleoside triphosphate hydrolase; has similarity to the tumor suppressor FHIT and belongs to the histidine triad (HIT)",0.62362,0.69874,0.52405,-0.681260898,-0.517172364,-0.932223628,2147,0.79020979,-0.710218963,-0.190484084
YLR088W,YLR088W,">YLR088W GAA1 SGDID:S000004078, Chr XII from 316107-317951, Genome Release 64-1-1, Verified ORF, Subunit of the GPI (glycosylphosphatidylinositol):protein transamidase complex, removes the GPI-anchoring signal and attaches GPI to proteins in the ER",0.58922,0.53141,0.72985,-0.763121694,-0.912102718,-0.454328106,2148,0.790577843,-0.709850839,-0.19011596
YAL022C,YAL022C,">YAL022C FUN26 SGDID:S000000020, Chr I from 110430-108877, Genome Release 64-1-1, reverse complement, Verified ORF, Vacuolar membrane transporter with broad nucleoside selectivity; may regulate balance of nicotinamide riboside (NmR) levels between cytosol",0.73384,0.56192,0.55457,-0.44646255,-0.831563345,-0.85055852,2149,0.790945896,-0.709528138,-0.189793259
YKL127W,YKL127W,">YKL127W PGM1 SGDID:S000001610, Chr XI from 203541-205253, Genome Release 64-1-1, Verified ORF, Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism",0.63609,0.64615,0.55642,-0.652697189,-0.630058978,-0.845753818,2150,0.791313949,-0.709503328,-0.189768449
YHR094C,YHR094C,">YHR094C HXT1 SGDID:S000001136, Chr VIII from 292625-290913, Genome Release 64-1-1, reverse complement, Verified ORF, Low-affinity glucose transporter of the major facilitator superfamily, expression is induced by Hxk2p in the presence of glucose and repr",0.71612,0.58163,0.54928,-0.481726735,-0.781826411,-0.864386332,2151,0.791682002,-0.709313159,-0.18957828
YAL042W,YAL042W,">YAL042W ERV46 SGDID:S000000040, Chr I from 61316-62563, Genome Release 64-1-1, Verified ORF, Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport",0.59476,0.60814,0.63253,-0.749620471,-0.71752461,-0.660794188,2152,0.792050055,-0.70931309,-0.189578211
YCL001W,YCL001W,">YCL001W RER1 SGDID:S000000507, Chr III from 111916-112482, Genome Release 64-1-1, Verified ORF, Protein involved in retention of membrane proteins, including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane p",0.67667,0.56137,0.60293,-0.563475666,-0.832976128,-0.72993758,2153,0.792418108,-0.708796458,-0.189061579
YLR180W,YLR180W,">YLR180W SAM1 SGDID:S000004170, Chr XII from 515262-516410, Genome Release 64-1-1, Verified ORF, S-adenosylmethionine synthetase, catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; one of two differentially regulated isozyme",0.59379,0.63402,0.60886,-0.751975298,-0.657399744,-0.715817559,2154,0.792786161,-0.708397534,-0.188662654
YFR041C,YFR041C,">YFR041C ERJ5 SGDID:S000001937, Chr VI from 238255-237368, Genome Release 64-1-1, reverse complement, Verified ORF, Type I membrane protein with a J domain is required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essentia",0.63394,0.69395,0.52146,-0.657581794,-0.527096376,-0.939371504,2155,0.793154214,-0.708016558,-0.188281679
YNR033W,YNR033W,">YNR033W ABZ1 SGDID:S000005316, Chr XIV from 687635-689998, Genome Release 64-1-1, Verified ORF, Para-aminobenzoate (PABA) synthase, has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic",0.6665,0.58525,0.58823,-0.58532322,-0.772875066,-0.765547731,2156,0.793522267,-0.707915339,-0.188180459
YML085C,YML085C,">YML085C TUB1 SGDID:S000004550, Chr XIII from 99259-97941,99400-99376, Genome Release 64-1-1, reverse complement, Verified ORF, Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules",0.62115,0.57348,0.64423,-0.686986391,-0.802184921,-0.63435225,2157,0.79389032,-0.707841188,-0.188106308
YOR020C,YOR020C,">YOR020C HSP10 SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial matrix co-chaperonin that inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding an",0.6117,0.60952,0.61668,-0.709103819,-0.714254535,-0.697406037,2158,0.794258373,-0.706921463,-0.187186584
YLR020C,YLR020C,">YLR020C YEH2 SGDID:S000004010, Chr XII from 183405-181789, Genome Release 64-1-1, reverse complement, Verified ORF, Steryl ester hydrolase, catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism",0.5556,0.58132,0.71206,-0.847881496,-0.78259555,-0.489929283,2159,0.794626426,-0.70680211,-0.18706723
