"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YOR182C;YLR287C-A","YOR182C;YLR287C-A","YOR182C","YOR182C RPS30B SGDID:S000005708, Chr XV from 678379-678191,678793-678791, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog;",0.082955,0.054971,0.17517,0.054736,0.086609,0.053294,0.098199,0.062449,1.50906841789307,3.20027038877521,1.62511727398957,1.57246713318068,0.593658216015323,1.6781938026331,0.700543831678534,0.653029863023302,-3.59152724948799,-2.51317237792317,-3.52933923894844,-3.34814785670509,-4.18518546550332,-4.19136618055627,-4.22988307062697,-4.00117771972839,0.906356428337565,-4.15190310910374,-3.24554668076617,4,0.0391921697151893,0.726436781609195,1.40680069290745
"YBL090W","YBL090W","YBL090W","YBL090W MRP21 SGDID:S000000186, Chr II from 48825-49358, Genome Release 64-2-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5-untranslated leader sequenc",0.15988,0.087857,0.15957,0.064763,0.13415,0.091283,0.17599,NA,1.81977531670783,2.46390686039868,1.46960551252698,NA,0.863760335324226,1.30094772089457,0.555428943157175,NA,-2.64493861701636,-2.64773865209581,-2.89808104028893,-2.50643463966275,-3.50869895234059,-3.94868637299038,-3.4535099834461,NA,0.906712333125324,-3.63696510292569,-2.67429823726596,3,0.0524611825824712,0.726819923371647,1.28016192374847
"YPL082C","YPL082C","YPL082C","YPL082C MOT1 SGDID:S000006003, Chr XVI from 404083-398480, Genome Release 64-2-1, reverse complement, Verified ORF, Essential protein involved in regulation of transcription; removes Spt15p (TBP) from DNA via its C-terminal ATPase activity; may have a rol",0.20666,0.15247,0.27151,0.16066,0.20699,0.089816,0.26773,0.11428,1.35541417983866,1.68996638864683,2.30460051661174,2.34275463773189,0.438733769582279,0.756994553362641,1.20451669310515,1.22820586522814,-2.27466891940935,-1.88092275989741,-2.27236702425888,-1.9011492882723,-2.71340268899163,-2.63791731326005,-3.47688371736403,-3.12935515350044,0.907112720319552,-2.98938971827904,-2.08227699795949,4,0.0174759599084366,0.7272030651341,1.7575589602754
"YMR289W","YMR289W","YMR289W","YMR289W ABZ2 SGDID:S000004902, Chr XIII from 848685-849809, Genome Release 64-2-1, Verified ORF, Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynth",0.3351,0.24246,0.36469,0.1679,0.18544,0.11212,0.42314,0.16823,1.38208364266271,2.17206670637284,1.65394220478059,2.51524698329668,0.466844929187218,1.11906841045144,0.725908821973978,1.33070007163411,-1.57733640834498,-1.45525745416098,-2.43097562343034,-1.2407930228212,-2.0441813375322,-2.57432586461242,-3.15688444540432,-2.57149309445531,0.910630558311688,-2.58672118550106,-1.67609062718937,4,0.0182481943957588,0.727586206896552,1.73878010122134
"YGL206C","YGL206C","YGL206C","YGL206C CHC1 SGDID:S000003174, Chr VII from 107504-102543, Genome Release 64-2-1, reverse complement, Verified ORF, Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelio",0.13023,0.063703,0.13433,0.074728,0.13283,0.079666,0.15534,0.07612,2.04433072225798,1.79758591157264,1.6673361283358,2.04072517078297,1.03162860760889,0.84606072267455,0.737544975230046,1.02908190434725,-2.94086626646277,-2.89614655618383,-2.91234707498481,-2.68649872381554,-3.97249487407166,-3.74220727885838,-3.64989205021486,-3.71558062816279,0.911079052465183,-3.77004370782692,-2.85896465536174,4,0.00107940073254206,0.727969348659004,2.96681729153404
"YHR159W","YHR159W","YHR159W","YHR159W TDA11 SGDID:S000001202, Chr VIII from 417549-419063, Genome Release 64-2-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; potential Cdc28p substrate; null muta",0.24171,0.29059,8.2379,0.4193,0.14399,0.17159,0.23309,0.25477,0.831790495199422,19.6467922728357,0.83915146570313,0.91490363857597,-0.265707895364748,4.29622187811732,-0.25299685621701,-0.128308294080203,-2.04865093352582,3.04227661341426,-2.79595947385427,-2.10104098342734,-1.78294303816107,-1.25394526470306,-2.54296261763726,-1.97273268934714,0.91230220811384,-1.88814590246213,-0.975843694348294,4,0.477974176192028,0.728352490421456,0.320595566652028
"YPR183W","YPR183W","YPR183W","YPR183W DPM1 SGDID:S000006387, Chr XVI from 900755-901558, Genome Release 64-2-1, Verified ORF, Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane; catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphat",0.11927,0.078842,0.1715,0.084184,0.13915,0.081989,0.15666,0.064867,1.51277238020344,2.03720421932909,1.69717888985108,2.41509550310636,0.597194928297671,1.0265906103703,0.763138639069727,1.27208024046215,-3.06769688751214,-2.54371951848927,-2.84528718621784,-2.67429123140281,-3.66489181580981,-3.57031012885957,-3.60842582528757,-3.94637147186496,0.91475110454996,-3.69749981045548,-2.78274870590552,4,0.0085820736816999,0.728735632183908,2.06640776113657
"YNL048W","YNL048W","YNL048W","YNL048W ALG11 SGDID:S000004993, Chr XIV from 538173-539819, Genome Release 64-2-1, Verified ORF, Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during",0.17785,0.11753,0.21493,0.11519,0.24032,0.097392,0.26318,0.1449,1.51323066451119,1.86587377376508,2.46755380318712,1.81628709454796,0.597631916954579,0.899851391268593,1.30308154192382,0.860992262730189,-2.4912671204876,-2.21806122621888,-2.05697137692254,-1.92587823726233,-3.08889903744218,-3.11791261748747,-3.36005291884636,-2.78687049999252,0.915389278219295,-3.08843376844213,-2.17304449022284,4,0.0081307944978657,0.72911877394636,2.08986701539236
"YDL192W","YDL192W","YDL192W","YDL192W ARF1 SGDID:S000002351, Chr IV from 116321-116866, Genome Release 64-2-1, Verified ORF, ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; ARF1 ha",0.11949,0.088183,0.11489,0.061322,0.1353,0.06167,0.16955,0.074581,1.35502307701031,1.87355272169857,2.19393546294795,2.27336721148818,0.438317421914812,0.905776575618929,1.13352108788588,1.18483073800709,-3.06503820935147,-3.12167486329367,-2.88576625557291,-2.56021731052402,-3.50335563126628,-4.0274514389126,-4.01928734345879,-3.74504804853111,0.915611455856679,-3.8237856155422,-2.90817415968552,4,0.0125923394144589,0.729501915708812,1.89989357883508
"YLR342W","YLR342W","YLR342W","YLR342W FKS1 SGDID:S000004334, Chr XII from 809997-815627, Genome Release 64-2-1, Verified ORF, Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in ",0.1427,0.072501,0.1475,0.075453,0.14492,0.071627,0.15217,0.092983,1.96824871381084,1.95485931639564,2.02325938542728,1.63653571082886,0.976912535468758,0.967064786130366,1.01668128780581,0.710645083759757,-2.80894276007369,-2.76121314041288,-2.78667138398352,-2.71624413234887,-3.78585529554244,-3.72827792654325,-3.80335267178933,-3.42688921610863,0.917825923291172,-3.68609377749591,-2.76826785420474,4,0.000953687093196458,0.729885057471264,3.02059409488626
"YOR222W","YOR222W","YOR222W","YOR222W ODC2 SGDID:S000005748, Chr XV from 758330-759253, Genome Release 64-2-1, Verified ORF, Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol f",0.19202,0.08209,0.2257,0.13336,0.19979,0.093538,0.25978,0.1707,2.33913996832745,1.69241151769646,2.13592336804293,1.52185120093732,1.22597819156218,0.759080409092782,1.09485988741514,0.605827306171126,-2.38067151103408,-2.14752167635761,-2.32344372052308,-1.94463773035058,-3.60664970259626,-2.90660208545039,-3.41830360793821,-2.55046503652171,0.921436448560305,-3.12050510812664,-2.19906865956634,4,0.00772918316723139,0.730268199233716,2.11186640061058
"YMR259C","YMR259C","YMR259C","YMR259C TRM732 SGDID:S000004872, Chr XIII from 788883-784621, Genome Release 64-2-1, reverse complement, Verified ORF, Protein that interacts with Trm7p for 2-O-methylation of C32 of substrate tRNAs; green fluorescent protein (GFP)-fusion protein localiz",0.21108,0.13508,0.2578,0.083871,0.21635,0.13439,0.27169,0.16313,1.56262955285757,3.07376804855075,1.60986680556589,1.66548151780788,0.64397580418564,1.62000830106275,0.686941330017777,0.735939344216491,-2.24413820624369,-1.9556758311878,-2.20856097412756,-1.87996662912839,-2.88811401042934,-3.57568413225054,-2.89550230414534,-2.61590597334488,0.921716194870663,-2.99380160504252,-2.07208541017186,4,0.0290010714882841,0.730651340996169,1.53758595614061
"YPL173W","YPL173W","YPL173W","YPL173W MRPL40 SGDID:S000006094, Chr XVI from 223143-224036, Genome Release 64-2-1, Verified ORF, Mitochondrial ribosomal protein of the large subunit",0.26658,NA,0.32713,0.1111,0.25682,0.1467,0.26176,0.19725,NA,2.94446444644464,1.75064758009543,1.32704689480355,NA,1.55800525350565,0.807888686500634,0.408219353153566,-1.90735954770565,-1.6120640246547,-1.96117053737543,-1.93368344149506,NA,-3.17006927816036,-2.76905922387606,-2.34190279464863,0.924704431053285,-2.76034376556168,-1.85356938780771,3,0.111122360510856,0.731034482758621,0.95419854169493
"YDR063W","YDR063W","YDR063W","YDR063W AIM7 SGDID:S000002470, Chr IV from 578663-579112, Genome Release 64-2-1, Verified ORF, Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity t",0.21466,0.096866,NA,0.23922,0.24239,0.15952,0.29345,0.1444,2.21605103958045,NA,1.51949598796389,2.03220221606648,1.14799110959181,NA,0.603592865612271,1.02304396589014,-2.21987471215817,NA,-2.04459791442634,-1.76881338677214,-3.36786582174998,-2.06359008371832,-2.64819078003862,-2.79185735266228,0.924875980364741,-2.7178760095423,-2.01109533778555,3,0.0302581575865879,0.731417624521073,1.51915751961548
"YLR186W","YLR186W","YLR186W","YLR186W EMG1 SGDID:S000004176, Chr XII from 523632-524390, Genome Release 64-2-1, Verified ORF, Methyltransferase for rRNA; catalyzes methylation of the pseudouridine residue 1191 of 18S rRNA; member of the SPOUT methyltransferase family; required for mat",0.12706,0.063955,0.14198,0.068085,0.13007,0.07134,0.16368,0.095026,1.98670940505043,2.08533450833517,1.82324081861508,1.72247595394945,0.990380865767169,1.06027882482477,0.866505129054566,0.784483842807631,-2.97641817063602,-2.81624037595299,-2.94263984491543,-2.61105004469148,-3.96679903640319,-3.87651920077776,-3.80914497397,-3.39553388749911,0.925412165613534,-3.76199927466252,-2.83658710904898,4,0.00064451518993112,0.731800766283525,3.19076684273955
"YHR003C","YHR003C","YHR003C","YHR003C TCD1 SGDID:S000001045, Chr VIII from 111317-110028, Genome Release 64-2-1, reverse complement, Verified ORF, tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified t",0.24125,0.085351,0.26412,0.19404,0.24455,0.15031,0.31054,0.14906,2.82656325057703,1.36116264687693,1.62697092675138,2.0833221521535,1.499048980833,0.444839466417896,0.702188470920482,1.05888594613709,-2.05139915250664,-1.9207345438241,-2.03179863021166,-1.68714898397827,-3.55044813333965,-2.36557401024199,-2.73398710113214,-2.74603493011536,0.926240716077118,-2.84901104370729,-1.92277032763017,4,0.0271110113094918,0.732183908045977,1.56685428183154
"YMR038C","YMR038C","YMR038C","YMR038C CCS1 SGDID:S000004641, Chr XIII from 348260-347511, Genome Release 64-2-1, reverse complement, Verified ORF, Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal por",0.10253,0.061842,0.14464,0.064305,0.1288,0.066328,0.14531,0.080096,1.65793473691019,2.24928077132416,1.94186467253649,1.81419796244507,0.729387217576031,1.16946375987706,0.957442663649328,0.859331889083155,-3.2858819947305,-2.78946151202162,-2.95679550143483,-2.78279410455269,-4.01526921230653,-3.95892527189868,-3.91423816508416,-3.64212599363584,0.928906382546393,-3.8826396607313,-2.95373327818491,4,0.00212197665996836,0.732567049808429,2.6732593972974
"YBL026W","YBL026W","YBL026W","YBL026W LSM2 SGDID:S000000122, Chr II from 170623-170676,170805-171038, Genome Release 64-2-1, Verified ORF, Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuc",0.19769,0.11968,0.22745,0.12967,0.20892,0.098234,0.27038,0.12636,1.65182152406417,1.754068018817,2.12675855610074,2.1397594175372,0.7240578149308,0.810704693339833,1.08865625817506,1.09744859726309,-2.33868819961837,-2.1363786602578,-2.25897748606455,-1.88693965542685,-3.06274601454917,-2.94708335359763,-3.34763374423961,-2.98438825268994,0.930216840927194,-3.08546284126909,-2.15524600034189,4,0.00231138952251689,0.732950191570881,2.63612685970283
"YJR072C","YJR072C","YJR072C","YJR072C NPA3 SGDID:S000003833, Chr X from 572124-570967, Genome Release 64-2-1, reverse complement, Verified ORF, Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding t",0.17318,0.082831,0.19053,0.12237,0.19397,0.08059,0.19937,0.11837,2.09076312008789,1.55699926452562,2.40687430202258,1.68429500718087,1.06402961628744,0.638768262936222,1.26716079965043,0.752144851065791,-2.52965576740284,-2.39190991898691,-2.36609455689779,-2.32647975690343,-3.59368538369028,-3.03067818192313,-3.63325535654822,-3.07862460796922,0.930525882484971,-3.33406088253271,-2.40353500004774,4,0.00748684697689874,0.733333333333333,2.12570104329344
"YGR083C","YGR083C","YGR083C","YGR083C GCD2 SGDID:S000003315, Chr VII from 646815-644860, Genome Release 64-2-1, reverse complement, Verified ORF, Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated ",0.12022,0.050809,0.15285,0.075422,0.15707,0.077964,0.16701,0.12072,2.36611623924895,2.02659701413381,2.01464778615771,1.38344930417495,1.24252095012265,1.01905923951486,1.01052763945849,0.468269778060306,-3.05625116971519,-2.70981154266248,-2.67052043929812,-2.58199360584982,-4.29877211983784,-3.72887078217734,-3.6810480787566,-3.05026338391013,0.935094401789076,-3.68973859117048,-2.7546441893814,4,0.0108109296057485,0.733716475095785,1.96613696050655
"YEL011W","YEL011W","YEL011W","YEL011W GLC3 SGDID:S000000737, Chr V from 133120-135234, Genome Release 64-2-1, Verified ORF, Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; re",0.65423,0.20114,0.4922,0.23312,0.33404,0.31157,0.50089,0.27457,3.25261012230287,2.11135895676047,1.07211862502808,1.82427067778709,1.70159790251133,1.07817187528101,0.100464542242959,0.867319806546993,-0.612130178543895,-1.02268343709129,-1.58190722468398,-0.99743428563617,-2.31372808105523,-2.1008553123723,-1.68237176692694,-1.86475409218316,0.936888531645573,-1.99042731313441,-1.05353878148883,4,0.0658377864759068,0.734099616858238,1.18152477891151
"YOL021C","YOL021C","YOL021C","YOL021C DIS3 SGDID:S000005381, Chr XV from 285426-282421, Genome Release 64-2-1, reverse complement, Verified ORF, Exosome core complex catalytic subunit; has both endonuclease and 3-5 exonuclease activity; involved in 3-5 RNA processing and degradati",0.19468,0.10318,0.19713,0.14463,0.19958,0.082448,0.24778,0.11464,1.88679976739678,1.36299522920556,2.42067727537357,2.16137473831124,0.915941328125829,0.446780512389985,1.27541075209473,1.11194922778889,-2.36082341515831,-2.34278074692942,-2.32496094007642,-2.01286835238578,-3.27676474328414,-2.78956125931941,-3.60037169217115,-3.12481758017467,0.937520455099857,-3.19787881873734,-2.26035836363748,4,0.0136147647393209,0.73448275862069,1.8659898587895
"YDR328C","YDR328C","YDR328C","YDR328C SKP1 SGDID:S000002736, Chr IV from 1126018-1125434, Genome Release 64-2-1, reverse complement, Verified ORF, Evolutionarily conserved kinetochore protein; part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 com",0.087077,0.058136,0.23718,0.077192,0.17225,0.070022,0.11481,0.096584,1.4978154671804,3.07259819670432,2.45994116134929,1.18870620392612,0.582859892833616,1.61945911820886,1.29862380855445,0.249392188158348,-3.52156448550628,-2.07594573389604,-2.5374241119578,-3.12267978804716,-4.10442437833989,-3.6954048521049,-3.83604792051224,-3.37207197620551,0.937583751938818,-3.75198728179064,-2.81440352985182,4,0.0590009916777075,0.734865900383142,1.22914068875554
"YLR201C","YLR201C","YLR201C","YLR201C COQ9 SGDID:S000004191, Chr XII from 550293-549511, Genome Release 64-2-1, reverse complement, Verified ORF, Protein required for ubiquinone biosynthesis and respiratory growth; localizes to the matrix face of the mitochondrial inner membrane in a ",0.33873,0.2705,0.29327,0.10017,0.20611,0.1075,0.36891,NA,1.25223659889094,2.9277228711191,1.9173023255814,NA,0.324507172332863,1.54977899918751,0.939077843123673,NA,-1.56179232850241,-1.76969859646503,-2.27851359194895,-1.43865919835972,-1.88629950083527,-3.31947759565254,-3.21759143507263,NA,0.937788004881349,-2.80778951052015,-1.76216592881903,3,0.117671421173175,0.735249042145594,0.929329001335592
"YOR143C","YOR143C","YOR143C","YOR143C THI80 SGDID:S000005669, Chr XV from 602342-601383, Genome Release 64-2-1, reverse complement, Verified ORF, Thiamine pyrophosphokinase; phosphorylates thiamine to produce the coenzyme thiamine pyrophosphate (thiamine diphosphate)",0.38923,0.18356,0.37801,0.25217,0.32041,0.21173,0.45183,0.16,2.12045107866638,1.49902843319983,1.51329523449676,2.8239375,1.08437119862425,0.5840277482273,0.597693475851547,1.49770815892147,-1.36130518440029,-1.40350369441038,-1.6420089199083,-1.14614803085326,-2.44567638302454,-1.98753144263768,-2.23970239575985,-2.64385618977472,0.940950145406139,-2.3291916027992,-1.38824145739306,4,0.0232020286938205,0.735632183908046,1.63447404045338
"YJL061W","YJL061W","YJL061W","YJL061W NUP82 SGDID:S000003597, Chr X from 320016-322157, Genome Release 64-2-1, Verified ORF, Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC b",0.21965,0.11529,0.24591,0.11711,0.2208,0.090202,0.28354,0.20431,1.90519559372018,2.09982068141064,2.44783929402896,1.38779305956635,0.929939117196165,1.07026613118402,1.29150884507386,0.472792456824288,-2.18672159545669,-2.02379769115684,-2.17918792277128,-1.81837581922278,-3.11666071265285,-3.09406382234085,-3.47069676784514,-2.29116827604707,0.941126637569583,-2.99314739472148,-2.0520207571519,4,0.0121842746206812,0.736015325670498,1.91420032102277
"YOL123W","YOL123W","YOL123W","YOL123W HRP1 SGDID:S000005483, Chr XV from 87844-89448, Genome Release 64-2-1, Verified ORF, Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3 ends; RRM-containing hetero",0.08663,0.063065,0.21035,0.06983,0.12025,0.050211,0.11761,0.085692,1.37366209466424,3.01231562365745,2.39489354922228,1.37247350977921,0.458027161138306,1.59087294027191,1.25996153094174,0.456778303927026,-3.52898947248699,-2.24913627678066,-3.05589120089205,-3.08791736177896,-3.9870166336253,-3.84000921705257,-4.31585273183379,-3.54469566570599,0.941409984069746,-3.92189356205441,-2.98048357798467,4,0.0466155388294531,0.73639846743295,1.33146929140011
"YBR169C","YBR169C","YBR169C","YBR169C SSE2 SGDID:S000000373, Chr II from 575996-573915, Genome Release 64-2-1, reverse complement, Verified ORF, Member of the heat shock protein 70 (HSP70) family; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog, SSE1",0.35497,0.15782,0.36247,0.21551,0.37009,0.19579,0.42639,0.22229,2.24920795843366,1.6819173124217,1.89023954236682,1.91816995816276,1.16941705672747,0.750106780568388,0.91856907290475,0.939730555046064,-1.49423099331257,-1.46406650015222,-1.43405194099827,-1.22975449149849,-2.66364805004004,-2.21417328072061,-2.35262101390302,-2.16948504654455,0.944455866311667,-2.34998184780205,-1.40552598149039,4,0.00162518578194134,0.736781609195402,2.78909698578658
"YNL315C","YNL315C","YNL315C","YNL315C ATP11 SGDID:S000005259, Chr XIV from 44280-43324, Genome Release 64-2-1, reverse complement, Verified ORF, Molecular chaperone; required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase; N-terminall",0.16119,0.06396,0.083349,0.085522,0.13132,0.075112,0.23592,0.073754,2.52016885553471,0.9745913332242,1.74832250505911,3.19874176315861,1.33352039994794,-0.0371307017949162,0.805971336745315,1.67750452729308,-2.63316585100854,-3.58469129954558,-2.92884143986383,-2.08363036737508,-3.96668625095648,-3.54756059775066,-3.73481277660915,-3.76113489466816,0.944966390547856,-3.75254862999611,-2.80758223944826,4,0.0852743847791095,0.737164750957854,1.06918140517183
"YLR333C;YGR027C","YLR333C;YGR027C","YLR333C","YLR333C RPS25B SGDID:S000004325, Chr XII from 795899-795573, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S25, no bacterial homolog; RPS25B has a",0.086502,0.042153,0.090424,0.064016,0.11624,0.046772,0.13015,0.06731,2.0520959362323,1.41252186953262,2.48524758402463,1.93359084831377,1.03709817904011,0.498273204392962,1.3133895823518,0.95128254995611,-3.53112270030022,-3.46715045158561,-3.10482148680397,-2.94175278314534,-4.56822087934033,-3.96542365597857,-4.41821106915577,-3.89303533310145,0.950010878935247,-4.21122273439403,-3.26121185545878,4,0.0111752868660522,0.737547892720307,1.951741319852
"YLR447C","YLR447C","YLR447C","YLR447C VMA6 SGDID:S000004439, Chr XII from 1027893-1026856, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required",0.16143,0.070686,0.18484,0.092852,0.19407,0.13084,0.19693,0.095179,2.28376198964434,1.9906948692543,1.48326199938857,2.0690488448082,1.19141230295458,0.993272103856337,0.568773454052483,1.04896770384015,-2.63101938226088,-2.43565110027028,-2.36535097630155,-2.34424518905982,-3.82243168521546,-3.42892320412661,-2.93412443035403,-3.39321289289998,0.95060639117589,-3.39467305314902,-2.44406666197313,4,0.00575440137506584,0.737931034482759,2.23999984892869
"YPR023C","YPR023C","YPR023C","YPR023C EAF3 SGDID:S000006227, Chr XVI from 610031-608826, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the Rpd3S histone deacetylase complex; Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, ",0.14582,0.065636,0.22011,0.080585,0.15375,0.11829,0.18196,0.10281,2.2216466573222,2.73140162561271,1.29977174740046,1.76986674448011,1.15162938096427,1.44964146374744,0.378258294172354,0.823640742051324,-2.77773948824039,-2.18370340389377,-2.70134168443548,-2.45830675514516,-3.92936886920466,-3.63334486764121,-3.07959997860784,-3.28194749719648,0.950792470233848,-3.48106530316255,-2.5302728329287,4,0.0255990415958835,0.738314176245211,1.59177629396201
"YPL183C","YPL183C","YPL183C","YPL183C RTT10 SGDID:S000006104, Chr XVI from 202536-199495, Genome Release 64-2-1, reverse complement, Verified ORF, WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway",0.24835,0.10087,0.2609,0.13792,0.25553,0.1844,0.33575,0.15521,2.462079904828,1.89167633410673,1.38573752711497,2.1631982475356,1.29987758409225,0.919665264615717,0.470654022129404,1.11316588796761,-2.00955334811221,-1.938431150732,-1.96843541699071,-1.57454069523464,-3.30943093220446,-2.85809641534771,-2.43908943912011,-2.68770658320225,0.950840689701244,-2.82358084246863,-1.87274015276739,4,0.0128055769181218,0.738697318007663,1.89260085087671
"YGL252C","YGL252C","YGL252C","YGL252C RTG2 SGDID:S000003221, Chr VII from 27484-25718, Genome Release 64-2-1, reverse complement, Verified ORF, Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG",0.20438,0.13169,0.18002,0.10474,0.19655,0.095095,0.22414,0.088424,1.55197813045789,1.71873209852969,2.06688048793312,2.53483217226092,0.63410822807772,0.781344687199171,1.04745497103188,1.34189023154338,-2.29067406941686,-2.47377089778829,-2.34703173112536,-2.15752795986295,-2.92478229749458,-3.25511558498746,-3.39448670215723,-3.49941819140633,0.951199529463038,-3.2684506940114,-2.31725116454836,4,0.00883008418127159,0.739080459770115,2.05403515607278
"YMR056C","YMR056C","YMR056C","YMR056C AAC1 SGDID:S000004660, Chr XIII from 388244-387315, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a",0.13206,NA,0.12728,0.092159,0.26517,0.065473,0.15079,0.11621,NA,1.3810913746894,4.05006643960106,1.29756475346356,NA,0.465808773216731,2.01794557498412,0.375806536401823,-2.9207345438241,-2.97392235410576,-1.91501052946485,-2.72938733888541,NA,-3.43973112732249,-3.93295610444897,-3.10519387528723,0.953186961534223,-3.49262703568623,-2.63476369157003,3,0.215628997793336,0.739463601532567,0.666292835624433
"YKL080W","YKL080W","YKL080W","YKL080W VMA5 SGDID:S000001563, Chr XI from 285030-286208, Genome Release 64-2-1, Verified ORF, Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 d",0.12063,0.05903,0.11874,0.063407,0.13509,0.065434,0.19117,0.10672,2.04353718448247,1.87266390146198,2.06452303084024,1.79132308845577,1.03106849507395,0.905091993438761,1.04580851262582,0.841025569638306,-3.0513393529153,-3.07412207666814,-2.88800721137381,-2.38707195361392,-4.08240784798924,-3.9792140701069,-3.93381572399963,-3.22809752325223,0.955748642694209,-3.805883791337,-2.85013514864279,4,0.000305111004109467,0.739846743295019,3.51554212884452
"YMR110C","YMR110C","YMR110C","YMR110C HFD1 SGDID:S000004716, Chr XIII from 491992-490394, Genome Release 64-2-1, reverse complement, Verified ORF, Hexadecenal dehydrogenase; involved in the conversion of sphingosine 1-phosphate breakdown product hexadecenal to hexadecenoic acid; locat",0.28066,0.11965,0.28108,0.13933,0.2074,0.13131,0.2822,0.14882,2.34567488508149,2.01736883657504,1.57946843347803,1.89625050396452,1.23000306699635,1.01247487673767,0.659439104340385,0.923149563895918,-1.8331046310146,-1.83094729121297,-2.26951220073622,-1.82521010695219,-3.06310769801095,-2.84342216795064,-2.92895130507661,-2.7483596708481,0.956266652992582,-2.89596021047158,-1.93969355747899,4,0.00393411553056709,0.740229885057471,2.40515289059079
